"diagram_guid";"diagram_naam";"element_guid";"element_naam";"element_uml_type";"beleidsdomein_guid";"beleidsdomein_naam";"taakveld"
"EAID_6ABF0362_0B28_444d_AFA4_F96C1461BB4B";"Semantische relaties";"EAID_E34C7512_03C1_443a_8716_E05BBAB8E873";"OverigImgeo";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_9BD0FBCB_1A9E_4cab_9280_0EBC428E38F7";"Boolean";"Enumeration";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_44194E25_4676_4eb2_9E97_F44196438F4B";"Soort Verwijzer";"Enumeration";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_DC1D1F90_E28B_4fb7_A5E1_C2F76132BE12";"Leveringsvorm";"Enumeration";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_5E542F35_E413_49c4_8FB7_335B6BE9667A";"Declaratie";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_9FBF9FB8_B28D_4733_8443_607B8498F446";"Contract";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_679162ED_0B45_4fb2_B16E_421C25A107F5";"Budgetuitputting";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_84FE9B56_158D_4b65_BCC1_5FE29D071FCC";"PGB-Toekenning";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_A9D093FB_B3D1_46e5_B263_6C4D61F0C5D1";"Melding Eigen bijdrage";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_9F392B0B_1654_4b4e_9261_F0A90DA1F7BD";"Verzoek om Toewijzing";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_16EB3936_03CB_4854_9CD8_9F0911EEA51B";"Medewerker";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89";"NatuurlijkPersoon";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_AF9534B0_7CBD_4061_9276_A7B6698B383A";"IngeschrevenPersoon";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"Rechtspersoon";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_3CDE785E_E631_4f94_A1A3_67F721140B1C";"Wet";"Enumeration";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_8640ED99_341B_4f10_A335_9324459F19B3";"Frequentie";"Enumeration";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_838B4669_4F50_4835_ABA8_03E3FCE48184";"Eenheid";"Enumeration";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_462E3982_56C3_4442_BE2F_2C23A7ED6015";"Voorzieningsoort";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_57F01465_EE56_4c33_9BD9_8DB351A2C530";"Tarief";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_F35DA519_FA0C_48ae_9EFC_C4EBEC4BF144";"Leveringsvorm";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_975C3DA3_930A_49d8_B54F_2A560DC2AD5A";"Beschikte Voorziening";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_276E1BF9_E902_4303_A9E7_048627E0DC84";"Clientbegeleider";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_F73F6BFE_9CFE_4497_80E3_CADAA344CF69";"Declaratieregel";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_51A266C7_3BDA_457c_9A32_CD1B166CA5BF";"Leverancier";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_F0CE97B6_3004_4424_A0AA_5034BC0144D1";"Levering";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_01ECE551_A7B0_4b99_B6E7_F654D6AC15D5";"Toewijzing";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_71D7E96D_641A_4b6a_A325_DED07C3B5836";"Beschikking";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_EAAF2F59_6BC0_4243_B126_A8E604B32C5E";"Voorziening";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_5AE29494_3572_4924_B2B8_3206E55D71BB";"Sociaal Domein Beschikking en Voorziening: Domain Objects";"EAID_DAF09055_A5A6_4ff4_A158_21B20567B296";"Client";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_FD6966FF_E4FC_437d_983E_71B33445A62C";"Sociaal Domein Domain";"EAID_F5FAF498_F536_4fb3_9948_73EBCDF61AD5";"Relatiesoort";"Class";"EAPK_4F047F89_F482_48c9_810A_EC0B55B40AEE";"Sociaal Domein Generiek";"6 Sociaal Domein"
"EAID_FD6966FF_E4FC_437d_983E_71B33445A62C";"Sociaal Domein Domain";"EAID_3DF01B79_6712_473e_9878_594CB5AE95A7";"Relatie";"Class";"EAPK_4F047F89_F482_48c9_810A_EC0B55B40AEE";"Sociaal Domein Generiek";"6 Sociaal Domein"
"EAID_FD6966FF_E4FC_437d_983E_71B33445A62C";"Sociaal Domein Domain";"EAID_DAF09055_A5A6_4ff4_A158_21B20567B296";"Client";"Class";"EAPK_4F047F89_F482_48c9_810A_EC0B55B40AEE";"Sociaal Domein Generiek";"6 Sociaal Domein"
"EAID_FD6966FF_E4FC_437d_983E_71B33445A62C";"Sociaal Domein Domain";"EAID_F0467610_553B_47cd_A9F7_3B1D20CC425E";"Huishouden";"Class";"EAPK_4F047F89_F482_48c9_810A_EC0B55B40AEE";"Sociaal Domein Generiek";"6 Sociaal Domein"
"EAID_69607C8F_8048_4516_BE75_80C681DFEAC0";"Sociale Relaties";"EAID_A0D437D2_BE13_45a2_8C8D_1AE953B9404C";"Sociale Groep";"Class";"EAPK_4F047F89_F482_48c9_810A_EC0B55B40AEE";"Sociaal Domein Generiek";"6 Sociaal Domein"
"EAID_69607C8F_8048_4516_BE75_80C681DFEAC0";"Sociale Relaties";"EAID_CD519902_210F_4355_8B24_EAD513F61966";"Sociale Relatie";"Class";"EAPK_4F047F89_F482_48c9_810A_EC0B55B40AEE";"Sociaal Domein Generiek";"6 Sociaal Domein"
"EAID_69607C8F_8048_4516_BE75_80C681DFEAC0";"Sociale Relaties";"EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89";"NatuurlijkPersoon";"Class";"EAPK_4F047F89_F482_48c9_810A_EC0B55B40AEE";"Sociaal Domein Generiek";"6 Sociaal Domein"
"EAID_69607C8F_8048_4516_BE75_80C681DFEAC0";"Sociale Relaties";"EAID_AF9534B0_7CBD_4061_9276_A7B6698B383A";"IngeschrevenPersoon";"Class";"EAPK_4F047F89_F482_48c9_810A_EC0B55B40AEE";"Sociaal Domein Generiek";"6 Sociaal Domein"
"EAID_69607C8F_8048_4516_BE75_80C681DFEAC0";"Sociale Relaties";"EAID_DAF09055_A5A6_4ff4_A158_21B20567B296";"Client";"Class";"EAPK_4F047F89_F482_48c9_810A_EC0B55B40AEE";"Sociaal Domein Generiek";"6 Sociaal Domein"
"EAID_50F1F1BC_5866_45b9_A062_4C41F0C7766C";"Sociale team:Domeinmodel";"EAID_276E1BF9_E902_4303_A9E7_048627E0DC84";"Clientbegeleider";"Class";"EAPK_AD5F9E9A_447A_43a0_A356_9913F19AB555";"Sociale Teams";"6 Sociaal Domein"
"EAID_50F1F1BC_5866_45b9_A062_4C41F0C7766C";"Sociale team:Domeinmodel";"EAID_1B8CF61F_3039_4fc5_A57D_B758170FCA0E";"Behandeling";"Class";"EAPK_AD5F9E9A_447A_43a0_A356_9913F19AB555";"Sociale Teams";"6 Sociaal Domein"
"EAID_50F1F1BC_5866_45b9_A062_4C41F0C7766C";"Sociale team:Domeinmodel";"EAID_03BB6341_7C3E_4a4b_9207_6A2EB9D116FE";"Bijzonderheidsoort";"Class";"EAPK_AD5F9E9A_447A_43a0_A356_9913F19AB555";"Sociale Teams";"6 Sociaal Domein"
"EAID_50F1F1BC_5866_45b9_A062_4C41F0C7766C";"Sociale team:Domeinmodel";"EAID_79A14AF2_F1F9_43a3_914B_FD04CB609F44";"Doelstellingsoort";"Class";"EAPK_AD5F9E9A_447A_43a0_A356_9913F19AB555";"Sociale Teams";"6 Sociaal Domein"
"EAID_50F1F1BC_5866_45b9_A062_4C41F0C7766C";"Sociale team:Domeinmodel";"EAID_4F518962_5EA3_4f56_8379_3A835FFE84CA";"Behandelsoort";"Class";"EAPK_AD5F9E9A_447A_43a0_A356_9913F19AB555";"Sociale Teams";"6 Sociaal Domein"
"EAID_50F1F1BC_5866_45b9_A062_4C41F0C7766C";"Sociale team:Domeinmodel";"EAID_77A962E5_889A_4af6_ADFD_37C3EE8C48F0";"Bijzonderheid";"Class";"EAPK_AD5F9E9A_447A_43a0_A356_9913F19AB555";"Sociale Teams";"6 Sociaal Domein"
"EAID_50F1F1BC_5866_45b9_A062_4C41F0C7766C";"Sociale team:Domeinmodel";"EAID_294E3981_C1EF_451e_AE2B_758EC4E4B284";"Caseaanmelding";"Class";"EAPK_AD5F9E9A_447A_43a0_A356_9913F19AB555";"Sociale Teams";"6 Sociaal Domein"
"EAID_50F1F1BC_5866_45b9_A062_4C41F0C7766C";"Sociale team:Domeinmodel";"EAID_E81990BA_1B6E_4e2a_9910_1E02CDDD53A6";"SociaalteamDossiersoort";"Class";"EAPK_AD5F9E9A_447A_43a0_A356_9913F19AB555";"Sociale Teams";"6 Sociaal Domein"
"EAID_50F1F1BC_5866_45b9_A062_4C41F0C7766C";"Sociale team:Domeinmodel";"EAID_28C572B5_C147_4b99_B920_00062C843FDE";"Doelstelling";"Class";"EAPK_AD5F9E9A_447A_43a0_A356_9913F19AB555";"Sociale Teams";"6 Sociaal Domein"
"EAID_50F1F1BC_5866_45b9_A062_4C41F0C7766C";"Sociale team:Domeinmodel";"EAID_3DF01B79_6712_473e_9878_594CB5AE95A7";"Relatie";"Class";"EAPK_AD5F9E9A_447A_43a0_A356_9913F19AB555";"Sociale Teams";"6 Sociaal Domein"
"EAID_50F1F1BC_5866_45b9_A062_4C41F0C7766C";"Sociale team:Domeinmodel";"EAID_A22B8038_3C04_44a7_8E75_90A3A5E2615B";"SociaalTeamDossier";"Class";"EAPK_AD5F9E9A_447A_43a0_A356_9913F19AB555";"Sociale Teams";"6 Sociaal Domein"
"EAID_50F1F1BC_5866_45b9_A062_4C41F0C7766C";"Sociale team:Domeinmodel";"EAID_DAF09055_A5A6_4ff4_A158_21B20567B296";"Client";"Class";"EAPK_AD5F9E9A_447A_43a0_A356_9913F19AB555";"Sociale Teams";"6 Sociaal Domein"
"EAID_50F1F1BC_5866_45b9_A062_4C41F0C7766C";"Sociale team:Domeinmodel";"EAID_5A367DA9_DE05_4b3b_954D_24271FD4FB76";"Score";"Class";"EAPK_AD5F9E9A_447A_43a0_A356_9913F19AB555";"Sociale Teams";"6 Sociaal Domein"
"EAID_50F1F1BC_5866_45b9_A062_4C41F0C7766C";"Sociale team:Domeinmodel";"EAID_C55180D9_A5C3_4859_BD88_7686F5384157";"Leefgebied";"Class";"EAPK_AD5F9E9A_447A_43a0_A356_9913F19AB555";"Sociale Teams";"6 Sociaal Domein"
"EAID_50F1F1BC_5866_45b9_A062_4C41F0C7766C";"Sociale team:Domeinmodel";"EAID_653EA248_1547_4f8b_B026_B44FEEC711B2";"Scoresoort";"Class";"EAPK_AD5F9E9A_447A_43a0_A356_9913F19AB555";"Sociale Teams";"6 Sociaal Domein"
"EAID_50F1F1BC_5866_45b9_A062_4C41F0C7766C";"Sociale team:Domeinmodel";"EAID_6C27D3D1_FBCE_4504_AF1E_48B4A4CB02EA";"Zelfredzaamheidmatrix";"Class";"EAPK_AD5F9E9A_447A_43a0_A356_9913F19AB555";"Sociale Teams";"6 Sociaal Domein"
"EAID_542C38C9_B92F_48de_87F1_F90F64FB5913";"Sollicitaties";"EAID_5641C50A_C0FA_4e71_B07B_26C7B1CE94ED";"Document";"Class";"EAPK_1825F01E_BA3C_4e53_B3B3_BD1E69F94A10";"HR";"9 Interne Organisatie"
"EAID_542C38C9_B92F_48de_87F1_F90F64FB5913";"Sollicitaties";"EAID_BBBB63AC_B546_409b_B6D4_53DB561253B7";"Werknemer";"Class";"EAPK_1825F01E_BA3C_4e53_B3B3_BD1E69F94A10";"HR";"9 Interne Organisatie"
"EAID_542C38C9_B92F_48de_87F1_F90F64FB5913";"Sollicitaties";"EAID_131BDD67_2A31_43c5_9125_F12DE2D98D2D";"Sollicitant";"Class";"EAPK_1825F01E_BA3C_4e53_B3B3_BD1E69F94A10";"HR";"9 Interne Organisatie"
"EAID_542C38C9_B92F_48de_87F1_F90F64FB5913";"Sollicitaties";"EAID_DC978807_5F36_4148_B816_D6886D026DD8";"Vacature";"Class";"EAPK_1825F01E_BA3C_4e53_B3B3_BD1E69F94A10";"HR";"9 Interne Organisatie"
"EAID_542C38C9_B92F_48de_87F1_F90F64FB5913";"Sollicitaties";"EAID_1D4DA0E6_DA20_4ff7_A415_B937712C6F6D";"Sollicitatiegesprek";"Class";"EAPK_1825F01E_BA3C_4e53_B3B3_BD1E69F94A10";"HR";"9 Interne Organisatie"
"EAID_542C38C9_B92F_48de_87F1_F90F64FB5913";"Sollicitaties";"EAID_F29C11C1_477C_4b90_985C_43F94D08230A";"Functie";"Class";"EAPK_1825F01E_BA3C_4e53_B3B3_BD1E69F94A10";"HR";"9 Interne Organisatie"
"EAID_542C38C9_B92F_48de_87F1_F90F64FB5913";"Sollicitaties";"EAID_3BD1368C_23F1_4f42_99DB_C81581A646A0";"Sollicitatie";"Class";"EAPK_1825F01E_BA3C_4e53_B3B3_BD1E69F94A10";"HR";"9 Interne Organisatie"
"EAID_452D6E60_0252_41e4_B40A_578346C2010D";"Soorten grootte referenties";"EAID_9D7F05BF_414E_4071_9E78_FAD2AA21D40E";"SoortGrootte";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_452D6E60_0252_41e4_B40A_578346C2010D";"Soorten grootte referenties";"EAID_172AFD36_B400_4660_BFAC_4BBC1077D666";"KadastraalPerceel";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_9F13A2F1_2BB7_4cd3_AA61_E2FB89D48209";"Subject";"EAID_24BDA4BA_CFCC_4e3f_8305_671F4ED7C502";"Woonplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_9F13A2F1_2BB7_4cd3_AA61_E2FB89D48209";"Subject";"EAID_990C2EBD_AB9B_4f3f_AFF0_18BA11A552DA";"Postadres";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_ACD61AD1_1B3D_46aa_96E7_F438387BE495";"Subsidie en Kostenplaats";"EAID_CB0A6B53_D263_459e_8C28_AD97E5552FFF";"Mutatie";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_ACD61AD1_1B3D_46aa_96E7_F438387BE495";"Subsidie en Kostenplaats";"EAID_E403A215_A367_4eef_8716_075AF54388D0";"Betaalmoment";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_ACD61AD1_1B3D_46aa_96E7_F438387BE495";"Subsidie en Kostenplaats";"EAID_D90E822D_7EF8_4ea6_AF5C_4A4362577941";"Kostenplaats";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_ACD61AD1_1B3D_46aa_96E7_F438387BE495";"Subsidie en Kostenplaats";"EAID_DB093A73_BE89_462b_8FBA_19B2629072ED";"Subsidiecomponent";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_ACD61AD1_1B3D_46aa_96E7_F438387BE495";"Subsidie en Kostenplaats";"EAID_8F1A719D_C89A_4194_8FF4_1F3E0F174D3D";"Subsidieprogramma";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_ACD61AD1_1B3D_46aa_96E7_F438387BE495";"Subsidie en Kostenplaats";"EAID_FD701A55_6865_44aa_9A73_C46E02481796";"Subsidie";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_F408BDED_51D4_4204_9B95_F0C6C2474DC3";"Subsidies";"EAID_DB093A73_BE89_462b_8FBA_19B2629072ED";"Subsidiecomponent";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_F408BDED_51D4_4204_9B95_F0C6C2474DC3";"Subsidies";"EAID_936A4E8B_3E5A_44b6_8A5D_EFB39F83FB6D";"OrganisatorischeEenheid";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_F408BDED_51D4_4204_9B95_F0C6C2474DC3";"Subsidies";"EAID_649EFD86_ED52_4293_8577_DBE5445845BF";"Zaak";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_F408BDED_51D4_4204_9B95_F0C6C2474DC3";"Subsidies";"EAID_B4CF1D3E_D000_467d_A9D5_4519704F4A6D";"Subsidieniveau";"Enumeration";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_F408BDED_51D4_4204_9B95_F0C6C2474DC3";"Subsidies";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"Rechtspersoon";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_F408BDED_51D4_4204_9B95_F0C6C2474DC3";"Subsidies";"EAID_16EB3936_03CB_4854_9CD8_9F0911EEA51B";"Medewerker";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_F408BDED_51D4_4204_9B95_F0C6C2474DC3";"Subsidies";"EAID_5641C50A_C0FA_4e71_B07B_26C7B1CE94ED";"Document";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_F408BDED_51D4_4204_9B95_F0C6C2474DC3";"Subsidies";"EAID_D90E822D_7EF8_4ea6_AF5C_4A4362577941";"Kostenplaats";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_F408BDED_51D4_4204_9B95_F0C6C2474DC3";"Subsidies";"EAID_156C82B1_2641_40c8_9E99_60031643C29A";"Taak";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_F408BDED_51D4_4204_9B95_F0C6C2474DC3";"Subsidies";"EAID_DA4F9850_4CA0_4508_9D57_F631BC30B360";"Sector";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_F408BDED_51D4_4204_9B95_F0C6C2474DC3";"Subsidies";"EAID_20CA8283_CE99_455c_BF4D_EAE3DF41AE5B";"Rapportagemoment";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_F408BDED_51D4_4204_9B95_F0C6C2474DC3";"Subsidies";"EAID_FD701A55_6865_44aa_9A73_C46E02481796";"Subsidie";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_F408BDED_51D4_4204_9B95_F0C6C2474DC3";"Subsidies";"EAID_8F1A719D_C89A_4194_8FF4_1F3E0F174D3D";"Subsidieprogramma";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_F408BDED_51D4_4204_9B95_F0C6C2474DC3";"Subsidies";"EAID_F8BD6D83_D3F8_4dd3_B12E_22A991D1A0A2";"Subsidiebeschikking";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_F408BDED_51D4_4204_9B95_F0C6C2474DC3";"Subsidies";"EAID_26C0D33A_B15A_4256_A5BF_5382A4E03539";"Subsidieaanvraag";"Class";"EAPK_F079A58E_FB65_422e_BA86_5E810092E5E5";"Subsidies";"9 Interne Organisatie"
"EAID_BAB7CC48_0969_4064_98B6_6C4F51207155";"TENAAMSTELLING";"EAID_C9165029_12D2_4ed4_9CFB_016353926D82";"codeExploitant";"Enumeration";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BAB7CC48_0969_4064_98B6_6C4F51207155";"TENAAMSTELLING";"EAID_EE5726F5_3FA7_4476_B74B_1C0775775F6B";"soortRechtsvorm";"Enumeration";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BAB7CC48_0969_4064_98B6_6C4F51207155";"TENAAMSTELLING";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"Rechtspersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BAB7CC48_0969_4064_98B6_6C4F51207155";"TENAAMSTELLING";"EAID_2651D6E0_6AC8_43a8_A4F6_4706209BAC8E";"Tenaamstelling";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_BAB7CC48_0969_4064_98B6_6C4F51207155";"TENAAMSTELLING";"EAID_8C809341_AC60_4378_8BA0_0843E8C06AF3";"ZakelijkRecht";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_224C01A6_60E9_4eed_A869_90E9F9412C4E";"TUNNELDEEL";"EAID_0F81E79F_B306_40b9_ADCA_59A1E3F55D2B";"statusGeoObject";"Enumeration";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
