"nr";"GEMMA-naam";"GGM-naam";"GEMMA-guid";"GGM-guid";"GEMMA-type";"GGM-uml-type";"GEMMA-definitie";"GGM-definitie";"GEMMA-toelichting";"GGM-toelichting";"GEMMA-source-guid";"GGM-source-guid";"GEMMA-target-guid";"GGM-target-guid";"Datum-tijd-export"
"290";"Betaald werk heeft Loonbeslag";"Betaald werk heeft Loonbeslag";"";"EAID_11F66D6A_5F00_BB75_9581_293A9137E91A";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_0624AE2E_52A2_7A26_ECA8_293A6E0F09FE";"";"EAID_08266C73_A8CD_3503_F3FB_293A7989FC40";"09072026-00:43:48"
"291";"Betaald werk heeft Maaltijdvergoeding";"Betaald werk heeft Maaltijdvergoeding";"";"EAID_23CE3D74_C277_E189_11DE_293A7F8B083C";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_0624AE2E_52A2_7A26_ECA8_293A6E0F09FE";"";"EAID_02F81CCD_E82B_4A54_E9C5_293A778069AE";"09072026-00:43:48"
"292";"Betaald werk heeft Onkostenvergoeding";"Betaald werk heeft Onkostenvergoeding";"";"EAID_121FABA2_17A4_EE9E_34CA_293A905B70F2";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_0624AE2E_52A2_7A26_ECA8_293A6E0F09FE";"";"EAID_21A42BF6_C12B_F23F_093F_293A7780B58A";"09072026-00:43:48"
"293";"Betaald werk heeft Reiskostenvergoeding";"Betaald werk heeft Reiskostenvergoeding";"";"EAID_133EB30C_2DF8_09F8_27B5_293A7F4EA94A";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_0624AE2E_52A2_7A26_ECA8_293A6E0F09FE";"";"EAID_029BA63B_D3DD_B855_6C7A_293A77805B65";"09072026-00:43:48"
"294";"Betaald werk heeft Vakantiegeld";"Betaald werk heeft Vakantiegeld";"";"EAID_0C524898_1A91_814E_8A54_293A9275A78D";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_0624AE2E_52A2_7A26_ECA8_293A6E0F09FE";"";"EAID_24B39342_7142_86B3_3DBD_293A7780A28B";"09072026-00:43:48"
"295";"Bevat";"Bevat";"";"EAID_11ABCC81_EAA3_4451_9227_D7D29A1D5D68";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_0572BF37_A778_273A_32B0_2791C2CC601A";"";"EAID_1F9DBD7C_EBF3_41c8_8F00_2F6169FE107C";"09072026-00:43:48"
"296";"Debiteur heeft Invorderingsbasis";"Debiteur heeft Invorderingsbasis";"";"EAID_0431D11E_3AE2_C52B_104C_2928F05660F4";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_107E216A_17F2_DFCA_EAFE_263C7FFC912E";"";"EAID_0A9D7FDF_4271_2DBE_58D2_28F9CE6C00A4";"09072026-00:43:48"
"297";"Debiteur heeft Vordering";"Debiteur heeft Vordering";"";"EAID_1408C1CF_F630_64E6_4C2F_263C138FAC11";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_107E216A_17F2_DFCA_EAFE_263C7FFC912E";"";"EAID_14116EEA_C461_0DB2_97AB_263C0A4777FC";"09072026-00:43:48"
"298";"Debiteur heeft aangegaan Leenbijstand";"Debiteur heeft aangegaan Leenbijstand";"";"EAID_d1b8d3de_129e_4d43_af57_090f8c65db18";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_107E216A_17F2_DFCA_EAFE_263C7FFC912E";"";"EAID_18090A2C_CED1_0A51_0DFD_294370D99076";"09072026-00:43:48"
"299";"Debiteur heeft afgesloten Krediethypotheek";"Debiteur heeft afgesloten Krediethypotheek";"";"EAID_a3c710bd_ff8f_4eea_ae04_db958ff5acc8";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_107E216A_17F2_DFCA_EAFE_263C7FFC912E";"";"EAID_d3335b08_9b4b_4e55_b507_0e1d481f1409";"09072026-00:43:48"
"300";"Draagkracht heeft Draagkrachtregime";"Draagkracht heeft Draagkrachtregime";"";"EAID_098ba115_a7da_4bc7_9548_2d33198cb762";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_9e03b696_a4f8_4486_a5d3_52483f259ed2";"";"EAID_0de9912b_3c6f_4d8a_b2b1_67de0c81ae16";"09072026-00:43:48"
"301";"Heeft";"Heeft";"b0e351c9-0318-4c2e-acea-7f62554012a4";"EAID_E4F555EE_2BD4_4eb0_B42D_366D4B560400";"association-relationship";"association";"";"";"";"";"e1620918-61a7-4cef-b0e2-6b8e206608c8";"EAID_F9B2A863_63C8_4229_906A_D0891BB4F021";"b0cd75ba-28f2-4950-bb79-6ceb662eb6fa";"EAID_E2C66E88_930E_460f_93F8_8CD160DCEE15";"09072026-00:43:48"
"302";"Heeft";"Heeft";"";"EAID_7F7FE836_F4D9_4584_BD7B_F8579984F9F7";"association-relationship";"association";"";"";"";"";"";"EAID_9547BC67_7488_4d9a_B651_2B69A62D789F";"0080f5e8-d0d2-4a34-816d-24c8ec6b185a";"EAID_88AF7A2E_C508_464a_AD22_DD9B156D570D";"09072026-00:43:48"
"303";"Heeft";"Heeft";"";"EAID_54E984A2_35F1_4126_BA3D_0BD84F744E25";"association-relationship";"association";"";"";"";"";"";"EAID_94E2B19A_6942_4164_8A52_3C0BBDE45808";"7d5124d4-f23d-432d-ad5a-dc7c1b0fac44";"EAID_649EFD86_ED52_4293_8577_DBE5445845BF";"09072026-00:43:48"
"304";"Heeft";"Heeft";"";"EAID_04849139_9FA5_4487_B037_ABFDB627C473";"association-relationship";"association";"";"";"";"";"";"EAID_03B4B3C0_3616_4ea2_A8B1_3D6754325F02";"0080f5e8-d0d2-4a34-816d-24c8ec6b185a";"EAID_88AF7A2E_C508_464a_AD22_DD9B156D570D";"09072026-00:43:48"
"305";"Heeft";"Heeft";"";"EAID_FA102DCE_9AB3_46cb_9715_340B3A43ACDD";"association-relationship";"association";"";"";"";"";"";"EAID_0DB447E3_B31B_4f07_8E35_7E77D0AAEF80";"0080f5e8-d0d2-4a34-816d-24c8ec6b185a";"EAID_88AF7A2E_C508_464a_AD22_DD9B156D570D";"09072026-00:43:48"
"306";"Heeft als Nevenadres";"Heeft als Nevenadres";"041841b1-ab6e-4085-9d11-a70c0c4ad7f7";"EAID_E8F07323_40F0_461d_A545_8C770787F3B2";"association-relationship";"association";"";"";"";"";"460ada62-9cdd-478f-9555-4fb161ebc0b3";"EAID_8A04280B_E0B4_4e36_B448_C99750393D0D";"f152bdf8-bd60-4c88-b739-e3091afdbf7a";"EAID_32A22BC6_89EC_44af_8D7D_79B12311AE2D";"09072026-00:43:48"
"307";"Heeft als hoofdadres";"Heeft als hoofdadres";"047a07d6-c50b-4b03-b300-1283cfc8df5f";"EAID_99C5ED4C_329B_43db_8A66_590333D7BA35";"association-relationship";"association";"";"";"";"";"460ada62-9cdd-478f-9555-4fb161ebc0b3";"EAID_8A04280B_E0B4_4e36_B448_C99750393D0D";"f152bdf8-bd60-4c88-b739-e3091afdbf7a";"EAID_32A22BC6_89EC_44af_8D7D_79B12311AE2D";"09072026-00:43:48"
"308";"Hypotheek generaliseert Krediethypotheek";"Hypotheek generaliseert Krediethypotheek";"";"EAID_8bcac76c_df21_42c0_a6bc_f0cd6a3d8a6e";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_d3335b08_9b4b_4e55_b507_0e1d481f1409";"";"EAID_ea276d3a_268a_4fd6_b14e_65ebe5b00fd1";"09072026-00:43:48"
"309";"Hypotheek rust op Onroerend goed";"Hypotheek rust op Onroerend goed";"";"EAID_4ef38327_3254_4144_86a5_6a1855412d90";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_ea276d3a_268a_4fd6_b14e_65ebe5b00fd1";"";"EAID_bed1faca_3a71_4ca5_b9f7_85f766a1c118";"09072026-00:43:48"
"310";"Incassokostenvordering is gerelateerd aan Vorderin";"Incassokostenvordering is gerelateerd aan Vorderin";"";"EAID_4555038b_c4fc_4ce6_9316_cb1fbf710a9a";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_a19a36c3_66e1_44c2_b674_6f3a3d98c5ea";"";"EAID_14116EEA_C461_0DB2_97AB_263C0A4777FC";"09072026-00:43:48"
"311";"Ingediend door";"Ingediend door";"";"EAID_CC023CF5_CF29_43e1_8F6A_F1B4614306D2";"association-relationship";"association";"";"";"";"";"645ed017-feb5-40b0-82ae-990745bdb549";"EAID_5E542F35_E413_49c4_8FB7_335B6BE9667A";"";"EAID_51A266C7_3BDA_457c_9A32_CD1B166CA5BF";"09072026-00:43:48"
"312";"Inkomstencomponent veralgemeniseert Primair inkoms";"Inkomstencomponent veralgemeniseert Primair inkoms";"";"EAID_441e1b8a_2757_4910_9d10_ff93b1e874d7";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_e0a328b0_21ff_469d_912e_63465279b5a1";"";"EAID_2235FE95_D319_96D3_FC70_293A52BBE934";"09072026-00:43:48"
"313";"Inkomstencomponent veralgemeniseert Secundair inko";"Inkomstencomponent veralgemeniseert Secundair inko";"";"EAID_84036fc1_d2e0_4fc9_a1a5_38be77864e10";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_4ead37c5_f83b_423d_b51e_92a60e7fa2d9";"";"EAID_2235FE95_D319_96D3_FC70_293A52BBE934";"09072026-00:43:48"
"314";"Inkomstenverhouding bevat Primair inkomstencompone";"Inkomstenverhouding bevat Primair inkomstencompone";"";"EAID_1F4F33C7_F384_5867_AF2B_29462363CA9D";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_0463EA7D_FFD9_AD19_0405_294621AE933F";"";"EAID_e0a328b0_21ff_469d_912e_63465279b5a1";"09072026-00:43:48"
"315";"Inkomstenvermindering veralgemeniseert Loonbeslag";"Inkomstenvermindering veralgemeniseert Loonbeslag";"";"EAID_1F333AF9_ACA5_F5D3_AC85_293A79D4C1BA";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_08266C73_A8CD_3503_F3FB_293A7989FC40";"";"EAID_0B6D4C44_7D22_03E3_23BC_293A778017DC";"09072026-00:43:48"
"316";"Inkomstenvermindering veralgemeniseert Verlaging d";"Inkomstenvermindering veralgemeniseert Verlaging d";"";"EAID_1C2ADE0F_70EB_25A8_470B_293A79FA940F";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_147DA394_B3B3_61F8_2424_293A778066AE";"";"EAID_0B6D4C44_7D22_03E3_23BC_293A778017DC";"09072026-00:43:48"
"317";"Inkomstenvermindering veralgemeniseert Verlaging d";"Inkomstenvermindering veralgemeniseert Verlaging d";"";"EAID_20E5870B_CE87_BBB9_082F_293A79E916A9";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_21BB5EF1_DBEF_1C98_AA4A_293A7780C22E";"";"EAID_0B6D4C44_7D22_03E3_23BC_293A778017DC";"09072026-00:43:48"
"318";"Is";"Is";"8a6673df-5380-47d4-82c8-41731d986301";"EAID_93320AED_D823_4ac6_BD19_2C55AFE2D453";"association-relationship";"association";"Een INGEZETENE is een specialisatie van OBJECT.";"Een INGEZETENE is een specialisatie van OBJECT.";"";"";"f08625cc-cc49-4664-91fa-823b217d333f";"EAID_91F9D39E_0322_42c6_AE7F_5027B36F3EC3";"c5e5f4f9-5bb6-4a9f-816b-e41abc770e86";"EAID_CA19D17F_3EB7_459d_9883_16F0C0B5D35E";"09072026-00:43:48"
"319";"Is aanleiding tot";"Is aanleiding tot";"";"EAID_390DEF15_81E5_4d57_ABF8_2056B8229470";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_2D94CF02_97C5_4621_B225_EA742445A235";"";"EAID_cac6d8c1_42e6_41cb_9907_3c65c081afba";"09072026-00:43:48"
"320";"Is deel van";"Is deel van";"7bf7b85a-d5d1-4e24-ba1d-50fa97379434";"EAID_D2770201_1CC5_47bd_90F4_EC39317F189B";"association-relationship";"association";"";"";"";"";"02f66265-00ae-418d-8d0e-dcbaf36652bb";"EAID_936A4E8B_3E5A_44b6_8A5D_EFB39F83FB6D";"02f66265-00ae-418d-8d0e-dcbaf36652bb";"EAID_936A4E8B_3E5A_44b6_8A5D_EFB39F83FB6D";"09072026-00:43:48"
"321";"Is reden tot";"Is reden tot";"";"EAID_DF1C9317_8A8A_49ec_B37E_560CE1C0C084";"association-relationship";"association";"";"";"";"";"";"EAID_4B7F5B5B_CCC7_465e_9908_E83620EEAE89";"";"EAID_cac6d8c1_42e6_41cb_9907_3c65c081afba";"09072026-00:43:48"
"322";"Kostencomponent veralgemeniseert  Beslag op inkome";"Kostencomponent veralgemeniseert  Beslag op inkome";"";"EAID_bd246ce9_dc4c_4979_af8a_199596546b49";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_95cf7a63_ea13_4ab8_965b_51cdbb68fc29";"";"EAID_98746714_07f9_4942_b7d1_096f9631f90f";"09072026-00:43:48"
"323";"Kostencomponent veralgemeniseert  Eigen bijdrage";"Kostencomponent veralgemeniseert  Eigen bijdrage";"";"EAID_c86e6ba9_708d_4ac0_b232_064c8450e731";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_87acd5ea_3ed9_40d8_96b0_8c29ce9296da";"";"EAID_98746714_07f9_4942_b7d1_096f9631f90f";"09072026-00:43:48"
"324";"Kostencomponent veralgemeniseert  Reiskosten naar ";"Kostencomponent veralgemeniseert  Reiskosten naar ";"";"EAID_53684ff6_8545_44af_9b39_9456881dc108";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_4c49fb46_4d05_49d0_8e99_f5d25c625d91";"";"EAID_98746714_07f9_4942_b7d1_096f9631f90f";"09072026-00:43:48"
"325";"Kostencomponent veralgemeniseert  Te betalen alime";"Kostencomponent veralgemeniseert  Te betalen alime";"";"EAID_38a41ac2_8646_41e9_80e4_2d03c97cf711";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_86ad0007_f0b8_4cc2_8bec_acc4c9f12dec";"";"EAID_98746714_07f9_4942_b7d1_096f9631f90f";"09072026-00:43:48"
"326";"Leveringscomponent levert Vordering";"Leveringscomponent levert Vordering";"";"EAID_13C50E34_63F5_1B7C_C8B3_27105BFE75AB";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_117A52E7_D317_92C3_C4DB_281C33034B40";"";"EAID_14116EEA_C461_0DB2_97AB_263C0A4777FC";"09072026-00:43:48"
"327";"Ligt aan";"Ligt aan";"5c076032-8345-4935-8c68-45393f70af7d";"EAID_34F0EC28_CB38_4287_9F1F_10F93ADE6DB4";"association-relationship";"association";"";"";"";"";"f152bdf8-bd60-4c88-b739-e3091afdbf7a";"EAID_32A22BC6_89EC_44af_8D7D_79B12311AE2D";"d2f8867b-fce6-4932-8b1a-ec8b9392f0d5";"EAID_BFE30E32_8CB9_4272_A559_9FB3FD74DACC";"09072026-00:43:48"
"328";"Ligt in";"Ligt in";"";"EAID_C6631D50_E866_4650_A4E5_464864854E3B";"association-relationship";"association";"";"";"";"";"f152bdf8-bd60-4c88-b739-e3091afdbf7a";"EAID_32A22BC6_89EC_44af_8D7D_79B12311AE2D";"55246c30-a3e2-400f-89c4-c5b01f7f7da8";"EAID_38649FF6_88C6_437d_AF8E_A9023D55E16C";"09072026-00:43:48"
"329";"Ligt in";"Ligt in";"6710984e-4d8c-40a9-9b82-6a16b1d326fe";"EAID_FC710755_30A1_4382_ADFC_F6EEAF4DE383";"association-relationship";"association";"";"";"";"";"f152bdf8-bd60-4c88-b739-e3091afdbf7a";"EAID_32A22BC6_89EC_44af_8D7D_79B12311AE2D";"bedf86fb-8710-49fc-addb-e48a11b551ed";"EAID_24BDA4BA_CFCC_4e3f_8305_671F4ED7C502";"09072026-00:43:48"
"330";"Ligt in";"Ligt in";"bdbb6858-74a7-4e5a-8705-ad660b1038d9";"EAID_BE45ABDD_36E0_496a_A91E_00404FBD5BDC";"association-relationship";"association";"";"";"";"";"d2f8867b-fce6-4932-8b1a-ec8b9392f0d5";"EAID_BFE30E32_8CB9_4272_A559_9FB3FD74DACC";"55246c30-a3e2-400f-89c4-c5b01f7f7da8";"EAID_38649FF6_88C6_437d_AF8E_A9023D55E16C";"09072026-00:43:48"
"331";"Ligt in";"Ligt in";"5d65bcbe-7f28-4007-94c9-398dfa10c121";"EAID_4D07451D_3D01_44ef_A953_BF6727EB0186";"association-relationship";"association";"";"";"";"";"bedf86fb-8710-49fc-addb-e48a11b551ed";"EAID_24BDA4BA_CFCC_4e3f_8305_671F4ED7C502";"f830bbc9-38d5-4f61-be23-79091f18282e";"EAID_EA6F820F_C458_4b24_8055_5C2CC76F5904";"09072026-00:43:48"
"332";"Ligt in";"Ligt in";"418bd6a5-e442-4f1c-a6c3-7a1c0baac9f6";"EAID_62D762C1_0619_4436_A35A_37EF3A010BE8";"association-relationship";"association";"";"";"";"";"d2f8867b-fce6-4932-8b1a-ec8b9392f0d5";"EAID_BFE30E32_8CB9_4272_A559_9FB3FD74DACC";"bedf86fb-8710-49fc-addb-e48a11b551ed";"EAID_24BDA4BA_CFCC_4e3f_8305_671F4ED7C502";"09072026-00:43:48"
"333";"Ligt in";"Ligt in";"b4abf537-4d48-4a29-a6ea-b708e6236df7";"EAID_B5D02A06_9EDB_422c_A107_D4BDB500D438";"association-relationship";"association";"";"";"";"";"938a3b10-79fd-4571-aaed-cb7069369465";"EAID_120EA50B_B9A2_4869_A3BE_46931F631D33";"bedf86fb-8710-49fc-addb-e48a11b551ed";"EAID_24BDA4BA_CFCC_4e3f_8305_671F4ED7C502";"09072026-00:43:48"
"334";"Maakt deel uit van";"Maakt deel uit van";"";"EAID_03B513CB_774A_4ecf_899B_C168775FBD1C";"association-relationship";"association";"";"";"";"";"";"EAID_461EFCF0_E65E_4c7c_B44D_8F36C36FDCE4";"bcdc30f3-c919-4d3a-b768-b62da7bc755e";"EAID_11595AD8_CE67_40dd_BDA9_489DC7D244ED";"09072026-00:43:48"
"335";"Maatregel generaliseert Afwijkende maatregel";"Maatregel generaliseert Afwijkende maatregel";"";"EAID_161E166F_377B_77CF_BF11_276CAE45C097";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_1BD0DD3A_888E_945B_4A20_276CADAE4D4C";"";"EAID_0B63B508_9F69_A5D7_4387_2632D2C24782";"09072026-00:43:48"
"336";"Maatregel generaliseert Boete";"Maatregel generaliseert Boete";"";"EAID_02D32D3B_1AFE_54E9_20D4_2632D33E000F";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_05E49616_803F_4C1B_9663_262C4A191DF9";"";"EAID_0B63B508_9F69_A5D7_4387_2632D2C24782";"09072026-00:43:48"
"337";"Maatregel generaliseert Maatregel op uitkering";"Maatregel generaliseert Maatregel op uitkering";"";"EAID_07EDB42A_2F9E_9557_14A9_2632D2E7753D";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_032C6459_3922_4AEF_0D73_262C4A138E25";"";"EAID_0B63B508_9F69_A5D7_4387_2632D2C24782";"09072026-00:43:48"
"338";"Normafwijking leidt tot Maatregel";"Normafwijking leidt tot Maatregel";"";"EAID_03151107_A266_68F8_F5DE_2632D35E1D57";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_167FF4C9_6B66_EEDA_5189_262C4A139258";"";"EAID_0B63B508_9F69_A5D7_4387_2632D2C24782";"09072026-00:43:48"
"339";"Onderdeel van";"Onderdeel van";"859f52dc-3091-4721-bde6-47dc5bd9c461";"EAID_04F5981A_6C61_4431_A2CA_82DCFA1FDD9B";"association-relationship";"association";"";"";"";"";"b48d2c3e-646e-4858-b98a-b776f949cd8f";"EAID_783B026E_E993_467c_85E0_E90E9E01BAA0";"e1620918-61a7-4cef-b0e2-6b8e206608c8";"EAID_51285531_9529_4b2d_9EC6_B6BAEA729D9A";"09072026-00:43:48"
"340";"Onderdeel van";"Onderdeel van";"b4c50638-e6b8-4325-9cf1-656a8d09313c";"EAID_9DE13CC8_C495_4f21_8538_B6967FEEE075";"association-relationship";"association";"";"";"";"";"25fe4f05-5edf-451d-9c67-1dd286a162af";"EAID_2177E7F0_0F76_41b7_B5CA_5FE182355E94";"e1620918-61a7-4cef-b0e2-6b8e206608c8";"EAID_51285531_9529_4b2d_9EC6_B6BAEA729D9A";"09072026-00:43:48"
"341";"Onderhoudsverhouding bevat Onderhoudsplicht";"Onderhoudsverhouding bevat Onderhoudsplicht";"";"EAID_20DD8FF9_2C46_AA03_46B8_2685FC0EDED5";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_01CD1BE5_E952_7DA0_ABA1_2685FBDC10DA";"";"EAID_1DB40092_C231_63A1_27BE_2685FBFA9223";"09072026-00:43:48"
"342";"Ontheffing";"Ontheffing";"";"EAID_18274FB3_5BA5_4396_B56C_64F9C715BF62";"association-relationship";"association";"";"";"";"";"";"EAID_E2C66E88_930E_460f_93F8_8CD160DCEE15";"";"EAID_3F5932BD_C721_402d_8154_74A1CE097825";"09072026-00:43:48"
"343";"Ouder 1";"Ouder 1";"2ac165c9-1d0d-4ab0-981e-45ba57d306ee";"EAID_367BFE15_E9E7_47f9_B5A2_92BFDDCF00FA";"association-relationship";"association";"";"";"";"";"e1371e07-969e-4a34-be81-0a23ffd541dd";"EAID_AF9534B0_7CBD_4061_9276_A7B6698B383A";"e1371e07-969e-4a34-be81-0a23ffd541dd";"EAID_AF9534B0_7CBD_4061_9276_A7B6698B383A";"09072026-00:43:48"
"344";"Ouder 2";"Ouder 2";"941e56fe-2a62-4e5e-bd9f-7179a9433c1b";"EAID_2CA328BA_49A9_4cc3_9193_8C8C8DE722A0";"association-relationship";"association";"";"";"";"";"e1371e07-969e-4a34-be81-0a23ffd541dd";"EAID_AF9534B0_7CBD_4061_9276_A7B6698B383A";"e1371e07-969e-4a34-be81-0a23ffd541dd";"EAID_AF9534B0_7CBD_4061_9276_A7B6698B383A";"09072026-00:43:48"
"345";"Pensioen heeft Loonbeslag";"Pensioen heeft Loonbeslag";"";"EAID_051B3B08_AC73_9932_0A02_293A9202426F";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_28CBC627_9980_C06E_492F_293A6E4EE649";"";"EAID_08266C73_A8CD_3503_F3FB_293A7989FC40";"09072026-00:43:48"
"346";"Pensioen heeft Vakantiegeld";"Pensioen heeft Vakantiegeld";"";"EAID_2549CDC8_5245_DFD9_FDBA_293A920BC042";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_28CBC627_9980_C06E_492F_293A6E4EE649";"";"EAID_24B39342_7142_86B3_3DBD_293A7780A28B";"09072026-00:43:48"
"347";"Primair inkomstencomponent veralgemeniseert Alimen";"Primair inkomstencomponent veralgemeniseert Alimen";"";"EAID_1985DC47_32C6_8E4F_E270_293A78BFA1D9";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_0CAB2134_E295_ADCD_A732_293A6ED5D9E0";"";"EAID_e0a328b0_21ff_469d_912e_63465279b5a1";"09072026-00:43:48"
"348";"Primair inkomstencomponent veralgemeniseert Ander ";"Primair inkomstencomponent veralgemeniseert Ander ";"";"EAID_1528A8FF_00E1_ED8E_A804_293A78EFE72C";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_1A880B88_29D8_FB84_538B_293A707D1452";"";"EAID_e0a328b0_21ff_469d_912e_63465279b5a1";"09072026-00:43:48"
"349";"Primair inkomstencomponent veralgemeniseert Betaal";"Primair inkomstencomponent veralgemeniseert Betaal";"";"EAID_23745210_0EC9_4B39_88D5_293A7804A73F";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_0624AE2E_52A2_7A26_ECA8_293A6E0F09FE";"";"EAID_e0a328b0_21ff_469d_912e_63465279b5a1";"09072026-00:43:48"
"350";"Primair inkomstencomponent veralgemeniseert Eigen ";"Primair inkomstencomponent veralgemeniseert Eigen ";"";"EAID_19567B45_A435_E00F_2B0B_293A78CD7E73";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_1FB8E23E_DC06_2C59_6AED_293A6F67508F";"";"EAID_e0a328b0_21ff_469d_912e_63465279b5a1";"09072026-00:43:48"
"351";"Primair inkomstencomponent veralgemeniseert Hobby";"Primair inkomstencomponent veralgemeniseert Hobby";"";"EAID_0CC19440_ECBB_8C03_B698_293A78E4CD95";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_1D176A0D_B1C8_BCD5_8439_293A705AA468";"";"EAID_e0a328b0_21ff_469d_912e_63465279b5a1";"09072026-00:43:48"
"352";"Primair inkomstencomponent veralgemeniseert Pensio";"Primair inkomstencomponent veralgemeniseert Pensio";"";"EAID_28D4EBA5_FA06_3B4B_C348_293A789177ED";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_28CBC627_9980_C06E_492F_293A6E4EE649";"";"EAID_e0a328b0_21ff_469d_912e_63465279b5a1";"09072026-00:43:48"
"353";"Primair inkomstencomponent veralgemeniseert Stage";"Primair inkomstencomponent veralgemeniseert Stage";"";"EAID_0A914454_6425_C9DB_60D5_293A78D6B392";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_28FCE4B4_AFCD_AFE7_63A5_293A6F895C47";"";"EAID_e0a328b0_21ff_469d_912e_63465279b5a1";"09072026-00:43:48"
"354";"Primair inkomstencomponent veralgemeniseert Studie";"Primair inkomstencomponent veralgemeniseert Studie";"";"EAID_078BF091_9C1A_E2EA_92D6_293A78A065FE";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_23245F44_F332_6237_D733_293A6E6E621D";"";"EAID_e0a328b0_21ff_469d_912e_63465279b5a1";"09072026-00:43:48"
"355";"Primair inkomstencomponent veralgemeniseert Uitker";"Primair inkomstencomponent veralgemeniseert Uitker";"";"EAID_0E3F98F5_ACFB_E720_41AE_293A7881070F";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_079F0BBE_0EBA_3EFE_32BE_293A6C49F9DC";"";"EAID_e0a328b0_21ff_469d_912e_63465279b5a1";"09072026-00:43:48"
"356";"Rechtmaand bevat Betaalcomponent";"Rechtmaand bevat Betaalcomponent";"";"EAID_122CA19B_7DF4_C4FE_D5BB_2931038D61F0";"aggregation-relationship";"aggregation";"";"";"";"";"";"EAID_0DF4970C_7D69_27D9_7976_263C0A6C41DC";"";"EAID_1D10018E_888E_945B_4A20_293102BE4D4C";"09072026-00:43:48"
"357";"Reden aanvraag Levensonderhoud generaliseert Ander";"Reden aanvraag Levensonderhoud generaliseert Ander";"";"EAID_12D51586_44A6_3CD2_BA7A_2791C4C3BEFF";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_1E8815BF_5BAC_6978_BF60_2791C1C96FC3";"";"EAID_0BCC5755_9F69_A5D7_4387_2791BFCD4782";"09072026-00:43:48"
"358";"Reden aanvraag Levensonderhoud generaliseert Gesto";"Reden aanvraag Levensonderhoud generaliseert Gesto";"";"EAID_1519A086_0786_B785_5064_2791C47EFB34";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_16333246_B1C9_E9E9_D5B6_2791C02E05CB";"";"EAID_0BCC5755_9F69_A5D7_4387_2791BFCD4782";"09072026-00:43:48"
"359";"Reden aanvraag Levensonderhoud generaliseert Gesto";"Reden aanvraag Levensonderhoud generaliseert Gesto";"";"EAID_1EE28C06_2D5D_9AC3_A86C_2791C4C1EDDD";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_0B7F7AD1_661C_8F1C_4F9A_2791C1C74BAB";"";"EAID_0BCC5755_9F69_A5D7_4387_2791BFCD4782";"09072026-00:43:48"
"360";"Reden aanvraag Levensonderhoud generaliseert Gesto";"Reden aanvraag Levensonderhoud generaliseert Gesto";"";"EAID_1A2A4C46_FBF3_C60A_9171_2791C4C06238";"specialization-relationship";"generalization";"";"";"";"";"";"EAID_15ABBF00_EC46_89CA_680B_2791C070D8E5";"";"EAID_0BCC5755_9F69_A5D7_4387_2791BFCD4782";"09072026-00:43:48"
